2025-02-16 20:53:24,INFO,Loading configuration...
2025-02-16 20:53:24,INFO,Configuration loaded successfully.
2025-02-16 20:53:24,INFO,Greeting: Hello, World!
2025-02-17 09:24:56,INFO,Loading configuration...
2025-02-17 09:24:56,INFO,Configuration loaded successfully.
2025-02-17 09:24:56,INFO,Greeting: Hello, World!
2025-02-17 09:50:30,INFO,Loading configuration...
2025-02-17 09:50:30,INFO,Configuration loaded successfully.
2025-02-17 09:50:30,INFO,Greeting: Hello, World!
2025-02-17 14:28:58,INFO,Serving on port 8000...
2025-02-17 14:29:11,INFO,Server is shutting down...
2025-02-17 14:30:12,INFO,Serving on port 8000...
2025-02-17 14:30:14,INFO,Server is shutting down...
2025-02-17 15:04:25,INFO,Loading configuration...
2025-02-17 15:04:25,INFO,Configuration loaded successfully.
2025-02-17 15:04:25,INFO,Greeting: Hello, World!
2025-02-17 15:04:35,INFO,Serving on port 8000...
2025-02-17 15:04:44,INFO,Server is shutting down...
2025-02-17 15:29:15,INFO,Starting the Flask application...
2025-02-17 15:29:15,INFO,Starting the Flask application...
2025-02-17 15:29:36,INFO,Starting the Flask application...
2025-02-17 15:29:36,INFO,Starting the Flask application...
2025-02-17 15:29:39,INFO,Received GET request for '/'
2025-02-17 15:29:40,INFO,Received GET request for '/'
2025-02-17 15:31:19,INFO,Starting the Flask application...
2025-02-17 15:31:19,INFO,Starting the Flask application...
2025-02-25 15:52:02,INFO,Loading configuration...
2025-02-25 15:52:02,INFO,Configuration loaded successfully.
2025-02-25 15:52:02,INFO,Greeting: Hello, World!
2025-02-26 17:54:47,INFO,Starting the Flask application...
2025-02-26 17:54:48,INFO,Starting the Flask application...
2025-02-26 17:54:59,INFO,Received GET request for '/'
2025-02-26 17:56:51,INFO,Starting the System Monitoring Tool...
2025-02-26 17:56:51,INFO,Starting the System Monitoring Tool...
2025-02-26 18:01:40,INFO,Starting the System Monitoring Tool...
2025-02-26 18:01:40,INFO,Starting the System Monitoring Tool...
2025-02-26 18:01:56,INFO,CPU Usage: 0.0%, RAM Usage: 73.9%, Running Processes: 298
